min_x_defect,max_x_defect,min_y_defect,max_y_defect,area_pixels,slab_width,slab_length,sum_pixel_luminosity,min_pixel_luminosity,max_pixel_luminosity,conveyer_width,slab_thickness,type_of_steel,defect_type
1588.0,1602.0,2338856.0,2338875.0,169.0,20.0,19.0,14689.0,64.0,103.0,1654.0,80.0,TypeOfSteel_A300,1
957.0,966.0,2591828.0,2591841.0,80.0,12.0,13.0,8091.0,,112.0,1648.0,80.0,TypeOfSteel_A300,1
248.0,255.0,3568704.0,3568718.0,63.0,12.0,14.0,7202.0,104.0,127.0,1648.0,80.0,TypeOfSteel_A300,1
847.0,858.0,3658081.0,3658092.0,84.0,15.0,11.0,8532.0,,118.0,1646.0,80.0,TypeOfSteel_A300,1
953.0,962.0,3681237.0,3681252.0,79.0,12.0,15.0,8132.0,,124.0,1646.0,80.0,TypeOfSteel_A300,1
532.0,542.0,3706296.0,3706306.0,66.0,14.0,10.0,7519.0,97.0,132.0,1646.0,80.0,TypeOfSteel_A300,1
253.0,279.0,3802023.0,3802044.0,350.0,31.0,25.0,37664.0,,134.0,1648.0,80.0,TypeOfSteel_A300,1
63.0,73.0,3947227.0,3947239.0,85.0,11.0,12.0,9693.0,95.0,133.0,1648.0,80.0,TypeOfSteel_A300,1
389.0,404.0,4072432.0,4072440.0,82.0,16.0,9.0,9431.0,100.0,127.0,1648.0,80.0,TypeOfSteel_A300,1
576.0,583.0,4235272.0,4235283.0,60.0,11.0,11.0,6887.0,102.0,127.0,1648.0,80.0,TypeOfSteel_A300,1
93.0,103.0,4630871.0,4630888.0,108.0,17.0,17.0,12886.0,102.0,135.0,1648.0,80.0,TypeOfSteel_A300,1
395.0,404.0,4726828.0,4726836.0,57.0,10.0,8.0,6684.0,101.0,136.0,1646.0,80.0,TypeOfSteel_A300,1
61.0,67.0,799291.0,799301.0,34.0,8.0,10.0,2588.0,61.0,95.0,1690.0,211.0,TypeOfSteel_A300,1
1538.0,1562.0,830518.0,830524.0,51.0,25.0,11.0,4561.0,77.0,103.0,1686.0,211.0,TypeOfSteel_A300,1
477.0,488.0,1134907.0,1134921.0,116.0,18.0,14.0,11801.0,64.0,134.0,1692.0,143.0,TypeOfSteel_A300,1
965.0,975.0,1219062.0,1219077.0,79.0,17.0,15.0,10188.0,115.0,149.0,1682.0,143.0,TypeOfSteel_A300,1
1474.0,1489.0,1248833.0,1248844.0,114.0,18.0,12.0,13680.0,101.0,141.0,1694.0,60.0,TypeOfSteel_A300,1
933.0,941.0,271824.0,271831.0,38.0,9.0,7.0,3963.0,,119.0,1696.0,100.0,TypeOfSteel_A300,1
1135.0,1141.0,287964.0,287972.0,32.0,9.0,8.0,3772.0,105.0,133.0,1698.0,100.0,TypeOfSteel_A300,1
1179.0,1185.0,496422.0,496428.0,25.0,6.0,6.0,2918.0,105.0,133.0,1694.0,100.0,TypeOfSteel_A300,1
976.0,985.0,733668.0,733675.0,45.0,10.0,7.0,4664.0,,126.0,1694.0,100.0,TypeOfSteel_A300,1
611.0,625.0,468991.0,469023.0,223.0,31.0,32.0,25800.0,106.0,130.0,1626.0,70.0,TypeOfSteel_A300,1
1441.0,1450.0,492452.0,492461.0,62.0,12.0,9.0,6582.0,,124.0,1626.0,70.0,TypeOfSteel_A300,1
729.0,742.0,832264.0,832282.0,148.0,21.0,19.0,15761.0,96.0,117.0,1626.0,70.0,TypeOfSteel_A300,1
869.0,877.0,899390.0,899399.0,52.0,9.0,9.0,5483.0,,119.0,1626.0,70.0,TypeOfSteel_A300,1
1009.0,1020.0,1067161.0,1067171.0,68.0,14.0,10.0,7634.0,96.0,132.0,1624.0,70.0,TypeOfSteel_A300,1
1410.0,1420.0,1164921.0,1164931.0,60.0,12.0,10.0,6342.0,,124.0,1624.0,70.0,TypeOfSteel_A300,1
1515.0,1528.0,1206028.0,1206040.0,113.0,14.0,12.0,10683.0,75.0,110.0,1624.0,70.0,TypeOfSteel_A300,1
386.0,394.0,1304617.0,1304626.0,51.0,10.0,9.0,5795.0,100.0,133.0,1624.0,70.0,TypeOfSteel_A300,1
1267.0,1278.0,1340865.0,1340875.0,70.0,12.0,10.0,7890.0,,131.0,1624.0,70.0,TypeOfSteel_A300,1
1065.0,1075.0,1379196.0,1379206.0,66.0,13.0,10.0,7502.0,98.0,135.0,1624.0,70.0,TypeOfSteel_A300,1
1297.0,1308.0,1439661.0,1439674.0,104.0,16.0,13.0,12367.0,110.0,132.0,1626.0,70.0,TypeOfSteel_A300,1
101.0,114.0,1467096.0,1467110.0,140.0,18.0,14.0,15073.0,,127.0,1624.0,70.0,TypeOfSteel_A300,1
924.0,935.0,1519112.0,1519120.0,64.0,14.0,8.0,6913.0,94.0,121.0,1624.0,70.0,TypeOfSteel_A300,1
993.0,1004.0,1589161.0,1589168.0,57.0,12.0,7.0,6528.0,103.0,126.0,1626.0,70.0,TypeOfSteel_A300,1
996.0,1009.0,1627293.0,1627306.0,114.0,16.0,14.0,12284.0,,126.0,1626.0,70.0,TypeOfSteel_A300,1
984.0,994.0,1802170.0,1802178.0,58.0,10.0,8.0,6651.0,99.0,134.0,1628.0,70.0,TypeOfSteel_A300,1
586.0,616.0,1862942.0,1862979.0,767.0,42.0,37.0,55228.0,12.0,134.0,1624.0,70.0,TypeOfSteel_A300,1
1215.0,1223.0,1940686.0,1940699.0,66.0,10.0,13.0,7467.0,101.0,123.0,1624.0,70.0,TypeOfSteel_A300,1
990.0,998.0,1973168.0,1973176.0,59.0,8.0,8.0,6543.0,93.0,122.0,1622.0,70.0,TypeOfSteel_A300,1
1233.0,1245.0,2093622.0,2093633.0,93.0,14.0,11.0,10797.0,,134.0,1696.0,85.0,TypeOfSteel_A300,1
853.0,862.0,15184.0,15196.0,84.0,11.0,12.0,10694.0,102.0,150.0,1696.0,85.0,TypeOfSteel_A300,1
1123.0,1140.0,34172.0,34180.0,76.0,18.0,8.0,10680.0,130.0,150.0,1698.0,85.0,TypeOfSteel_A300,1
965.0,975.0,71777.0,71788.0,63.0,16.0,12.0,9037.0,136.0,156.0,1696.0,85.0,TypeOfSteel_A300,1
806.0,815.0,1204128.0,1204136.0,52.0,10.0,8.0,5328.0,,124.0,1352.0,80.0,TypeOfSteel_A300,1
726.0,738.0,1286481.0,1286491.0,84.0,12.0,10.0,8949.0,,125.0,1352.0,80.0,TypeOfSteel_A300,1
770.0,780.0,1608591.0,1608609.0,121.0,14.0,18.0,12773.0,,124.0,1354.0,80.0,TypeOfSteel_A300,1
893.0,902.0,1664446.0,1664455.0,61.0,11.0,9.0,6682.0,92.0,133.0,1356.0,80.0,TypeOfSteel_A300,1
559.0,571.0,1975680.0,1975691.0,75.0,15.0,11.0,8166.0,,140.0,1352.0,80.0,TypeOfSteel_A300,1
312.0,322.0,10391495.0,10391507.0,88.0,13.0,12.0,9643.0,,126.0,1358.0,40.0,TypeOfSteel_A400,1
1145.0,1159.0,10507433.0,10507445.0,107.0,15.0,12.0,12374.0,104.0,126.0,1358.0,40.0,TypeOfSteel_A400,1
681.0,692.0,564704.0,564721.0,147.0,17.0,17.0,14809.0,,118.0,1358.0,50.0,TypeOfSteel_A400,1
771.0,778.0,1264388.0,1264403.0,84.0,9.0,15.0,9968.0,107.0,133.0,1358.0,50.0,TypeOfSteel_A400,1
755.0,761.0,1362991.0,1362998.0,32.0,6.0,7.0,3355.0,98.0,111.0,1358.0,50.0,TypeOfSteel_A400,1
735.0,746.0,1759941.0,1759951.0,62.0,11.0,10.0,6884.0,93.0,127.0,1360.0,50.0,TypeOfSteel_A400,1
338.0,348.0,393428.0,393468.0,273.0,31.0,40.0,29865.0,93.0,125.0,1376.0,40.0,TypeOfSteel_A400,1
496.0,527.0,3889348.0,3889402.0,1176.0,67.0,60.0,117153.0,56.0,124.0,1668.0,40.0,TypeOfSteel_A400,1
1259.0,1302.0,3928519.0,3928612.0,2400.0,96.0,95.0,260185.0,69.0,132.0,1664.0,40.0,TypeOfSteel_A400,1
734.0,747.0,3980510.0,3980528.0,177.0,18.0,18.0,19435.0,,126.0,1666.0,40.0,TypeOfSteel_A400,1
733.0,740.0,4022585.0,4022595.0,61.0,10.0,10.0,6588.0,,119.0,1668.0,40.0,TypeOfSteel_A400,1
1110.0,1126.0,4349724.0,4349745.0,220.0,19.0,21.0,27851.0,115.0,140.0,1666.0,40.0,TypeOfSteel_A400,1
282.0,291.0,455871.0,455881.0,67.0,11.0,10.0,7391.0,96.0,125.0,1374.0,40.0,TypeOfSteel_A400,1
572.0,584.0,228293.0,228336.0,341.0,39.0,43.0,44484.0,121.0,140.0,1362.0,40.0,TypeOfSteel_A400,1
522.0,528.0,281944.0,281958.0,57.0,8.0,14.0,6661.0,110.0,125.0,1362.0,40.0,TypeOfSteel_A400,1
1038.0,1047.0,603596.0,603608.0,80.0,12.0,12.0,9136.0,100.0,133.0,1358.0,40.0,TypeOfSteel_A400,1
575.0,587.0,1279980.0,1279991.0,111.0,15.0,11.0,11861.0,,124.0,1362.0,40.0,TypeOfSteel_A400,1
803.0,814.0,135392.0,135403.0,98.0,14.0,11.0,10137.0,,126.0,1358.0,200.0,TypeOfSteel_A400,1
1145.0,1157.0,2613103.0,2613123.0,168.0,15.0,20.0,19901.0,105.0,135.0,1362.0,40.0,TypeOfSteel_A400,1
371.0,385.0,2794886.0,2794911.0,172.0,24.0,25.0,19549.0,105.0,125.0,1362.0,40.0,TypeOfSteel_A400,1
